english,basque,context
depreciation, BG,Economic Sciences > General economics
depreciation,balio-galera,Economic Sciences > Economic theory
depreciation, depreziazio,Economic Sciences > Economic theory
diagram,diagrama,Mathematics > Analysis and functional analysis
diagram,diagrama,Technological Sciences > Construction technology
diagram,diagrama,Medical Sciences > Pharmaceutical Technology
diagram,diagrama,Technological Sciences > Electrical technology and engineering
diagram, eskema,Technological Sciences > Electrical technology and engineering
diagram,eskema,Technological Sciences > Telecommunications technology
diagram,diagrama,Physics > Electro-magnetism
diagram,diagrama,Technological Sciences > Computer technology
diet,dieta,Life sciences > Animal Biology
diet,elikadura,Technological Sciences > Food technology
diet,elikadura,Medical Sciences > Pharmacology
digestive system,digestio-aparatu,Medical Sciences > Pharmacology
digestive system,digestio-sistema,Life sciences > Animal Biology
digestive system, liseri-sistema,Life sciences > Animal Biology
dimension,kota,Technological Sciences > Industrial technology
dimension, dimentsio,Technological Sciences > Industrial technology
dimension,kotatu,Technological Sciences > Mechanical engineering and technology
dimension,dimentsio,Physics > Theoretical physics
dimension,dimentsio,Technological Sciences > Construction technology
dimension,dimentsio,Physics > Mechanics
dimension,kota,Technological Sciences > Projects
dimension,dimentsio,Mathematics > Analysis and functional analysis
dimension,dimentsio,Physics > General Physics specialities
dimension,dimentsio,Chemistry > Physical chemistry
dimension,dimentsio,Physics > Electro-magnetism
dimension,dimentsio,Mathematics > Algebra
dimensioning,akotazio,Technological Sciences > Industrial technology
dimensioning, kotatze,Technological Sciences > Industrial technology
dimensioning,dimentsionamendu,Technological Sciences > Construction technology
disorder,desordena,Physics > Thermodynamics
disorder,asaldura,Medical Sciences > Pharmacology
disturbance,perturbazio,Technological Sciences > Telecommunications technology
disturbance,perturbazio,Physics > Electro-magnetism
disturbance,asaldura,Medical Sciences > Medical diagnostic and Treatment Technology
ditch,lubanarro,Technological Sciences > Projects
ditch,lubaki,Technological Sciences > Environmental technology and engineering
ditch, zanga,Technological Sciences > Environmental technology and engineering
ditch,zanga,Technological Sciences > Mechanical engineering and technology
ditch, areka,Technological Sciences > Mechanical engineering and technology
domestic demand,eskari nazional,Economic Sciences > Economic theory
domestic demand,barne-eskari,Economic Sciences > General economics
draw,marraztu,Technological Sciences > Mechanical engineering and technology
draw,irudigintza,Technological Sciences > Projects
draw, marrazketa,Technological Sciences > Projects
draw,marraztu,Technological Sciences > Industrial technology
drift,desbiderapen,Technological Sciences > Projects
drift,deriba,Physics > Electro-magnetism
drift, jito,Physics > Electro-magnetism
drilling,zulaketa,Technological Sciences > Mechanical engineering and technology
drilling,barrenaketa,Technological Sciences > Industrial technology
drilling, hustuketa,Technological Sciences > Industrial technology
drum,bidoi,Medical Sciences > Pharmaceutical Technology
drum, bonbo,Medical Sciences > Pharmaceutical Technology
drum,danbor,Economic Sciences > Organization and management of enterprises
drum,danbor,Technological Sciences > Food technology
duct,hodi,Physics > Fluids (physics of)
duct,hodi,Technological Sciences > Mechanical engineering and technology
duct,hodi,Technological Sciences > Electrical technology and engineering
duct, tutu,Technological Sciences > Electrical technology and engineering
duct,eroanbide,Technological Sciences > Environmental technology and engineering
duct,hodi,Technological Sciences > Electronic technology
earth,ground,Technological Sciences > Electronic technology
earth, lur,Technological Sciences > Electronic technology
earth,lur,Technological Sciences > Projects
earth,masa,Technological Sciences > Electrical technology and engineering
earth, parte eroale irisgarri,Technological Sciences > Electrical technology and engineering
eddy current,korronte parasito,Technological Sciences > Electrical technology and engineering
eddy current,Foulcaul-ten korronteak,Physics > Electro-magnetism
eddy current, korronte parasitoak,Physics > Electro-magnetism
EF,arriskuaren frakzio etiologiko,Medical Sciences > Public health
EF, FER,Medical Sciences > Public health
EF,amaiera goiztiar,Technological Sciences > Projects
effective area,azalera eraginkor,Physics > Electro-magnetism
effective area,gainazal efektibo,Physics > Aplied Physics
effective area,azalera eraginkor,Technological Sciences > Telecommunications technology
effectiveness,eraginkortasun,Technological Sciences > Environmental technology and engineering
effectiveness,efikazia,Life sciences > Biochemistry and Molecular Biology
effectiveness, eraginkortasun,Life sciences > Biochemistry and Molecular Biology
effectiveness,efektibitate,Medical Sciences > Pharmacology
efficiency,eraginkortasun,Technological Sciences > Instrumentation technology
efficiency,errendimendu,Technological Sciences > Electrical technology and engineering
efficiency,eraginkortasun,Medical Sciences > Pharmaceutical Technology
efficiency,eraginkortasun,Technological Sciences > Telecommunications technology
efficiency,eraginkortasun,Economic Sciences > General economics
efficiency,efizientzia,Technological Sciences > Projects
efficiency,eraginkortasun,Physics > Electro-magnetism
efficiency,eraginkortasun,Physics > Fluids (physics of)
efficiency,eraginkortasun,Technological Sciences > Computer technology
efficiency,eraginkortasun,Chemistry > Analytical chemistry
efficiency,efizientzia,Medical Sciences > Pharmacology
efficiency,efizientzia,Economic Sciences > Organization and management of enterprises
efficiency, eraginkortasun,Economic Sciences > Organization and management of enterprises
efficiency,eraginkortasun,Mathematics > Statistics
efficiency,eraginkortasun,Technological Sciences > Environmental technology and engineering
efficiency, errendimendu,Technological Sciences > Environmental technology and engineering
efficiency, etekin,Technological Sciences > Environmental technology and engineering
efficiency,efizientzia,Life sciences > Animal Biology
efficiency, etekin,Life sciences > Animal Biology
elastic limit,limite elastiko,Physics > Aplied Physics
elastic limit,elastizitate-muga,Earth and Space Sciences > Geology
electric power,potentzia elektriko,Physics > Electro-magnetism
electric power,energia elektriko,Technological Sciences > Electronic technology
electric power,energia elektriko,Technological Sciences > Electrical technology and engineering
electric power, potentzia elektriko,Technological Sciences > Electrical technology and engineering
elevation,altitude,Technological Sciences > Environmental technology and engineering
elevation,kota,Physics > Fluids (physics of)
elevation,altxaera,Technological Sciences > Projects
elevation, aurretiko bista,Technological Sciences > Projects
emitter,igorle,Physics > Electro-magnetism
emitter,igorle,Physics > Aplied Physics
emitter,igorle,Technological Sciences > Electronic technology
emitter,igorgailu,Physics > General Physics specialities
emitter,igorle,Technological Sciences > Telecommunications technology
emitter, transmisore,Technological Sciences > Telecommunications technology
emitter,igorle,Technological Sciences > Environmental technology and engineering
emitter, iturburu,Technological Sciences > Environmental technology and engineering
emitter, iturri,Technological Sciences > Environmental technology and engineering
emitter, sorburu,Technological Sciences > Environmental technology and engineering
endless screw,amaigabeko torloju,Technological Sciences > Environmental technology and engineering
endless screw, Arkimedes-en torloju,Technological Sciences > Environmental technology and engineering
endless screw,torloju amaigabe,Technological Sciences > Chemical technology and engineering
endorse,ikus-onetsi,Technological Sciences > Projects
endorse, oniritzia eman,Technological Sciences > Projects
endorse,endosatu,Economic Sciences > Organization and management of enterprises
envelope,geruza,Medical Sciences > Microbiology
envelope,bilgarri,Life sciences > Microbiology
envelope, geruza,Life sciences > Microbiology
envelope,inguratzaile,Technological Sciences > Telecommunications technology
envelope, uhinaren inguratzaile,Technological Sciences > Telecommunications technology
environment,ingurumen,Life sciences > Animal Biology
environment,ingurugiro,Technological Sciences > Environmental technology and engineering
environment, ingurumen,Technological Sciences > Environmental technology and engineering
environment, ingurune,Technological Sciences > Environmental technology and engineering
environment,ingurugiro,Chemistry > Physical chemistry
environment, ingurumen,Chemistry > Physical chemistry
environment,ingurune,Technological Sciences > Computer technology
environment,Ingurumen,Technological Sciences > Electronic technology
environment,ingurumen,Life sciences > Microbiology
environment,ingurumen,Life sciences > Cell biology
environment,ingurumen,Technological Sciences > Projects
epidemic outbreak,agerraldi epidemiko,Life sciences > Microbiology
epidemic outbreak,epidemia,Medical Sciences > Microbiology
epidemic outbreak, izurrite,Medical Sciences > Microbiology
equalization,ekualizazio,Technological Sciences > Telecommunications technology
equalization,homogeneizatze,Technological Sciences > Environmental technology and engineering
equalization, homogeneizazio,Technological Sciences > Environmental technology and engineering
equipment,ekipamendu,Technological Sciences > Telecommunications technology
equipment,ibilgetu material,Economic Sciences > General economics
equipment,ekipamendu,Technological Sciences > Projects
equipment,tresna,Chemistry > Physical chemistry
equipment,ekipo,Technological Sciences > Instrumentation technology
Euler's equation,Euler-en ekuazio,Mathematics > Analysis and functional analysis
Euler's equation,Eulerren ekuazio,Physics > Fluids (physics of)
Euler's equation,Euler-en formula,Technological Sciences > Electrical technology and engineering
evolution,eboluzio,Technological Sciences > Environmental technology and engineering
evolution,eboluzio,Life sciences > Biochemistry and Molecular Biology
evolution,eboluzio,Physics > Theoretical physics
evolution,erroketa,Mathematics > Analysis and functional analysis
evolution,aurreratze,Medical Sciences > Pharmacology
exchange,truke,Chemistry > Analytical chemistry
exchange,elkartruke,Economic Sciences > Economic theory
exchange, truke,Economic Sciences > Economic theory
exchange, kanbio,Economic Sciences > Economic theory
exchange,truke,Physics > Thermodynamics
exchange,truke,Economic Sciences > Organization and management of enterprises
exchange,elkartrukatu,Technological Sciences > Environmental technology and engineering
exchange rate,kanbio-tasa,Economic Sciences > Economic theory
exchange rate,kanbio-tasa,Economic Sciences > General economics
exchange rate,trukatze-abiadura,Chemistry > Organic chemistry
excretory organ,iraizpen-organo,Life sciences > Animal Biology
excretory organ, iraizpenerako organo,Life sciences > Animal Biology
excretory organ,iraitz-organo,Life sciences > Human physiology
expansionary fiscal policy,politika hedatzaile,Economic Sciences > Economic theory
expansionary fiscal policy,politika fiskal hedakor,Economic Sciences > General economics
expectation,itxaropen,Medical Sciences > Pharmacology
expectation,espektatiba,Economic Sciences > Economic theory
expectation,itxaropen,Mathematics > Statistics
expectation, itxaropen matematiko,Mathematics > Statistics
extension,fitxategi-luzapen,Technological Sciences > Computer technology
extension, hedapen,Technological Sciences > Computer technology
extension,handitze,Technological Sciences > Projects
extension,dimentsio,Mathematics > Analysis and functional analysis
extension,hedadura,Technological Sciences > Environmental technology and engineering
extension,luzakin,Medical Sciences > Pharmaceutical Technology
extension,estentsio,Earth and Space Sciences > Geology
extract,erauzkin,Chemistry > Organic chemistry
extract,erauzkin,Life sciences > Biochemistry and Molecular Biology
extract,erauzi,Technological Sciences > Chemical technology and engineering
extract,erauzi,Physics > Aplied Physics
face,aurpegi,Medical Sciences > Pharmacology
face,aurpegi,Technological Sciences > Industrial technology
face,enkofratu,Technological Sciences > Mechanical engineering and technology
failure,porrot,Mathematics > Statistics
failure,gutxiegitasun,Medical Sciences > Pharmacology
failure, akats,Medical Sciences > Pharmacology
failure, huts,Medical Sciences > Pharmacology
fasting,barau luze,Life sciences > Human physiology
fasting,barau,Medical Sciences > Pharmacology
fault,akats,Technological Sciences > Electrical technology and engineering
fault, falta,Technological Sciences > Electrical technology and engineering
fault,faila,Earth and Space Sciences > Geology
fault,akats,Technological Sciences > Construction technology
fault,faila,Technological Sciences > Environmental technology and engineering
fault,akats,Technological Sciences > Computer technology
fault, errore,Technological Sciences > Computer technology
feedback,atzeraelikadura,Technological Sciences > Telecommunications technology
feedback, berrelikadura,Technological Sciences > Telecommunications technology
feedback,berrelikadura,Earth and Space Sciences > Metereology and Oceanography
feedback,atzeraelikadura,Technological Sciences > Projects
feedback,atzera-lotura,Technological Sciences > Environmental technology and engineering
feeder,bateria-kargagailu,Technological Sciences > Electronic technology
feeder, elikagailu,Technological Sciences > Electronic technology
feeder, kargagailu,Technological Sciences > Electronic technology
feeder,elikadura-linea,Technological Sciences > Electrical technology and engineering
female,emakume,Medical Sciences > Pharmacology
female,eme,Life sciences > Cell biology
female,eme,Life sciences > Animal Biology
fibrous protein,PFE,Life sciences > Cell biology
fibrous protein, proteina fibrotsu estruktural,Life sciences > Cell biology
fibrous protein,zuntz-proteina,Life sciences > Biochemistry and Molecular Biology
field,eremu,Technological Sciences > Electrical technology and engineering
field,eremu,Physics > Aplied Physics
field,eremu,Physics > Electro-magnetism
field,gorputz,Mathematics > Algebra
field,eremu,Technological Sciences > Computer technology
field, erregistro-eremu,Technological Sciences > Computer technology
field,eremu,Technological Sciences > Electronic technology
field,eremu,Physics > Mechanics
field,eremu,Technological Sciences > Instrumentation technology
field,eremu,Physics > Theoretical physics
field,gorputz,Mathematics > Analysis and functional analysis
field, solido,Mathematics > Analysis and functional analysis
field,eremu,Physics > General Physics specialities
field vector,eremu bektorea,Physics > Aplied Physics
field vector,eremu-bektore,Physics > Electro-magnetism
file,fitxategi,Technological Sciences > Computer technology
file, fitxategi fisiko,Technological Sciences > Computer technology
file,espediente,Technological Sciences > Projects
file,fitxategi,Technological Sciences > Telecommunications technology
fit,doikuntza,Technological Sciences > Mechanical engineering and technology
fit,doikuntza,Mathematics > Statistics
fit,doitu,Technological Sciences > Industrial technology
fix,finkatu,Technological Sciences > Mechanical engineering and technology
fix,landatu,Technological Sciences > Construction technology
fixed asset,ibilgetu,Economic Sciences > Organization and management of enterprises
fixed asset,aktibo ez-korronte,Economic Sciences > Economic accounting
fixed asset, aktibo finko,Economic Sciences > Economic accounting
fixed asset,aktibo finko,Economic Sciences > General economics
fixed asset, aktibo ibilgetu,Economic Sciences > General economics
fixed asset, ibilgetu,Economic Sciences > General economics
fixed point,koma finko,Technological Sciences > Telecommunications technology
fixed point,erreferentzia-puntu,Physics > Aplied Physics
fixed point,koma finko,Technological Sciences > Computer technology
fixed point,puntu finko,Mathematics > Analysis and functional analysis
flow,fluxu,Physics > General Physics specialities
flow,emari,Technological Sciences > Environmental technology and engineering
flow, fluxu,Technological Sciences > Environmental technology and engineering
flow, jario,Technological Sciences > Environmental technology and engineering
flow,igaro,Technological Sciences > Electrical technology and engineering
flow, zeharkatu,Technological Sciences > Electrical technology and engineering
flow,fluxu,Economic Sciences > Organization and management of enterprises
flow,fluxu,Technological Sciences > Electronic technology
flow,fluxu,Chemistry > Analytical chemistry
flow,emari,Physics > Electro-magnetism
flow,fluxu,Medical Sciences > Pharmacology
flow,kolada,Earth and Space Sciences > Geology
flow,emari,Medical Sciences > Pharmaceutical Technology
flow,fluxu,Technological Sciences > Instrumentation technology
flow,emari,Physics > Mechanics
flow,emari,Physics > Fluids (physics of)
flow rate,fluxu-abiadura,Life sciences > Biochemistry and Molecular Biology
flow rate,fluxu-abiadura,Technological Sciences > Environmental technology and engineering
flow rate, emari,Technological Sciences > Environmental technology and engineering
flow rate, fluxu,Technological Sciences > Environmental technology and engineering
flow rate, jario,Technological Sciences > Environmental technology and engineering
flow rate,emari,Physics > General Physics specialities
focus,fokapen,Physics > Optics
focus, fokatze,Physics > Optics
focus, foku,Physics > Optics
focus,foku,Technological Sciences > Environmental technology and engineering
focus, hipozentro,Technological Sciences > Environmental technology and engineering
focus,fokatu,Physics > Aplied Physics
focus,foku,Physics > Electro-magnetism
focus, foku-puntu,Physics > Electro-magnetism
focus,foku,Medical Sciences > Medical diagnostic and Treatment Technology
focus,foku,Technological Sciences > Electronic technology
focus,foku,Physics > Mechanics
focus, foku-puntu,Physics > Mechanics
folding,tolestura,Life sciences > Biochemistry and Molecular Biology
folding,tolestura,Technological Sciences > Environmental technology and engineering
folding,tolestura,Earth and Space Sciences > Geology
folding,tolestaketa,Technological Sciences > Industrial technology
food,elikagai,Medical Sciences > Pharmaceutical Technology
food,janari,Medical Sciences > Pharmacology
food, elikadura,Medical Sciences > Pharmacology
food,pentsu,Life sciences > Animal Biology
food, elikagai,Life sciences > Animal Biology
food, nutriente,Life sciences > Animal Biology
food,elikadura,Technological Sciences > Food technology
form,forma,Technological Sciences > Industrial technology
form,inprimaki,Technological Sciences > Projects
form,forma,Mathematics > Analysis and functional analysis
form,aurkezpe,Medical Sciences > Pharmacology
form, itxura,Medical Sciences > Pharmacology
fractionation,zatikapen,Medical Sciences > Medical diagnostic and Treatment Technology
fractionation,frakzionazio,Earth and Space Sciences > Geology
fractionation,frakzionamendu,Life sciences > Biochemistry and Molecular Biology
fractionation, zatikapen,Life sciences > Biochemistry and Molecular Biology
frame,bankada,Technological Sciences > Mechanical engineering and technology
frame, bastidore,Technological Sciences > Mechanical engineering and technology
frame, karkasa,Technological Sciences > Mechanical engineering and technology
frame,xasis,Technological Sciences > Industrial technology
frame,irudi,Physics > Theoretical physics
frame,bilbe,Technological Sciences > Instrumentation technology
frame,bilbe,Technological Sciences > Telecommunications technology
frame, trama,Technological Sciences > Telecommunications technology
frame,eredu terapeutiko,Medical Sciences > Pharmacology
frequency range,maiztasun-bitarte,Chemistry > Organic chemistry
frequency range,frekuentzia-tarte,Physics > Electro-magnetism
frequency range, maiztasun-tarte,Physics > Electro-magnetism
fresh water,ur geza,Technological Sciences > Environmental technology and engineering
fresh water,ur geza,Life sciences > Animal Biology
fresh water,ur natural,Chemistry > Analytical chemistry
FS,solido finkoak,Technological Sciences > Environmental technology and engineering
FS,AH erlazio,Technological Sciences > Projects
FS, amaiera-hasiera erlazio,Technological Sciences > Projects
fume cupboard,beira-kaxa,Chemistry > Physical chemistry
fume cupboard, bitrina,Chemistry > Physical chemistry
fume cupboard,gas-kanpai,Chemistry > Organic chemistry
fundamental frequency,oinarrizko maiztasun,Physics > General Physics specialities
fundamental frequency,funtsezko harmoniko,Physics > Electro-magnetism
fundamental frequency, lehen harmoniko,Physics > Electro-magnetism
fundamental frequency, oinarrizko harmoniko,Physics > Electro-magnetism
fundamental frequency,oinarrizko maiztasun,Physics > Thermodynamics
fundamental frequency,oinarrizko maiztasun,Technological Sciences > Telecommunications technology
fundamental frequency,oinarrizko frekuentzia,Technological Sciences > Electrical technology and engineering
fundamental frequency, oinarrizko maiztasun,Technological Sciences > Electrical technology and engineering
gas bottle,bonbona,Chemistry > Physical chemistry
gas bottle,gas-bala,Technological Sciences > Environmental technology and engineering
gas phase,gas fase,Technological Sciences > Environmental technology and engineering
gas phase,gas fase,Chemistry > Physical chemistry
gas phase,fase gaseoso,Medical Sciences > Pharmaceutical Technology
gauge,galga,Technological Sciences > Mechanical engineering and technology
gauge, kalibre,Technological Sciences > Mechanical engineering and technology
gauge,txantiloi,Technological Sciences > Industrial technology
Gauss's law,Gauss-en teorema,Physics > Optics
Gauss's law,Gauss-en legea,Physics > Aplied Physics
Gaussian distribution,banaketa normal,Technological Sciences > Environmental technology and engineering
Gaussian distribution, distribuzio normal,Technological Sciences > Environmental technology and engineering
Gaussian distribution, Gauss-en banaketa,Technological Sciences > Environmental technology and engineering
Gaussian distribution, Gauss-en distribuzioa,Technological Sciences > Environmental technology and engineering
Gaussian distribution,banaketa gausstar,Technological Sciences > Telecommunications technology
Gaussian distribution,egitura gausiarr,Chemistry > Analytical chemistry
generating line,sortzaile,Technological Sciences > Mechanical engineering and technology
generating line,lerro sortzaile,Technological Sciences > Industrial technology
generating line, sortzaile,Technological Sciences > Industrial technology
generating line,zuzen sortzaile,Technological Sciences > Construction technology
generator,sorgailu,Technological Sciences > Electrical technology and engineering
generator,sorgailu,Physics > General Physics specialities
generator,lerro sortzaile,Technological Sciences > Industrial technology
generator, sortzaile,Technological Sciences > Industrial technology
generator,sortzaile,Physics > Theoretical physics
generator,generadore,Physics > Electro-magnetism
generator, sorgailu,Physics > Electro-magnetism
generator,sistema sortzaile,Mathematics > Analysis and functional analysis
generator,ekoizle,Physics > Thermodynamics
generator,sorgailu,Technological Sciences > Electronic technology
generator, sorgailu elektriko,Technological Sciences > Electronic technology
generator,sorgailu,Technological Sciences > Telecommunications technology
generator,sorgailu,Physics > Aplied Physics
generator,sorgailu,Technological Sciences > Environmental technology and engineering
gram,gramo,Medical Sciences > Pharmaceutical Technology
gram,gramo,Physics > General Physics specialities
gram,gramo,Chemistry > Physical chemistry
gram,gram,Medical Sciences > Pharmacology
graph,grafiko,Medical Sciences > Pharmaceutical Technology
graph,grafo,Technological Sciences > Environmental technology and engineering
graph,grafo,Mathematics > Analysis and functional analysis
grease,gantz,Technological Sciences > Environmental technology and engineering
grease, koipe,Technological Sciences > Environmental technology and engineering
grease,koipeztatu,Technological Sciences > Mechanical engineering and technology
grill,parrilla,Medical Sciences > Medical diagnostic and Treatment Technology
grill,barbacue,Technological Sciences > Food technology
grill, parrillan erre,Technological Sciences > Food technology
grill, gainerretzaile,Technological Sciences > Food technology
grill, gratinagailu,Technological Sciences > Food technology
grinding,artezketa,Technological Sciences > Mechanical engineering and technology
grinding,ehoketa,Chemistry > Analytical chemistry
gross profit,irabazi gordin,Economic Sciences > Organization and management of enterprises
gross profit, mozkin gordin,Economic Sciences > Organization and management of enterprises
gross profit,emaitza garbi,Economic Sciences > Economic accounting
ground level,oinarrizko maila,Physics > General Physics specialities
ground level,lurzoru maila,Technological Sciences > Environmental technology and engineering
growth rate,haziera-tasa,Life sciences > Animal Biology
growth rate, hazkunde-tasa,Life sciences > Animal Biology
growth rate,hazkunde-abiadura,Technological Sciences > Environmental technology and engineering
growth rate,hazkunde-tasa,Economic Sciences > General economics
growth rate,hazkunde-tasa,Mathematics > Analysis and functional analysis
growth rate,hazkunde-tasa,Economic Sciences > Economic theory
growth rate,hazkunde-tasa,Economic Sciences > Economic accounting
gyromagnetic ratio,erlazio giromagnetiko,Physics > Electro-magnetism
gyromagnetic ratio, zatidura giromagnetiko,Physics > Electro-magnetism
gyromagnetic ratio,arrazoi giromagnetiko,Chemistry > Organic chemistry
hailstone,kazkabar-ale,Earth and Space Sciences > Metereology and Oceanography
hailstone, txingor-ale,Earth and Space Sciences > Metereology and Oceanography
hailstone,kazkabar,Technological Sciences > Environmental technology and engineering
hailstone, txingor,Technological Sciences > Environmental technology and engineering
half life,erdibizia,Medical Sciences > Pharmacology
half life, erdibizitza,Medical Sciences > Pharmacology
half life,bizitza erdi,Chemistry > Physical chemistry
half life, bizitza-erdi,Chemistry > Physical chemistry
half life,erdibizitza,Medical Sciences > Pharmaceutical Technology
half-life,bizitzaerdi,Physics > General Physics specialities
half-life,erdibizia,Medical Sciences > Pharmacology
half-life, erdibizitza,Medical Sciences > Pharmacology
half-life,erdi-bizitza,Life sciences > Biochemistry and Molecular Biology
half-life, t<sub>1/2</sub>,Life sciences > Biochemistry and Molecular Biology
handling,manipulazio,Technological Sciences > Food technology
handling,izapidetze,Technological Sciences > Projects
handling, tramitazio,Technological Sciences > Projects
hatching,marradura,Technological Sciences > Mechanical engineering and technology
hatching,eklosio,Life sciences > Animal Biology
head,buru,Medical Sciences > Pharmacology
head,goiburu,Technological Sciences > Computer technology
head, goiburuko,Technological Sciences > Computer technology
heat,bero,Physics > Aplied Physics
heat,bero,Chemistry > Physical chemistry
heat,berotu,Technological Sciences > Chemical technology and engineering
heat,bero,Physics > Mechanics
heat transfer,bero-transferentzia,Technological Sciences > Food technology
heat transfer,bero-transmisio,Chemistry > Physical chemistry
heat transfer, bero-transmisio,Chemistry > Physical chemistry
heat transfer, tenperatura kritiko,Chemistry > Physical chemistry
heat transfer, tenperatura kritiko,Chemistry > Physical chemistry
heat transfer,bero-transmisio,Technological Sciences > Environmental technology and engineering
heat transfer, bero-transmisio,Technological Sciences > Environmental technology and engineering
heat transfer, tenperatura kritiko,Technological Sciences > Environmental technology and engineering
heat transfer, tenperatura kritiko,Technological Sciences > Environmental technology and engineering
heat transfer,bero-transferentzia,Technological Sciences > Chemical technology and engineering
heat transfer,bero-transferentzia,Medical Sciences > Pharmaceutical Technology
height,kota,Earth and Space Sciences > Geology
height,altuera,Technological Sciences > Industrial technology
height,altuera,Technological Sciences > Mechanical engineering and technology
height, garaiera,Technological Sciences > Mechanical engineering and technology
height,altuera,Mathematics > Analysis and functional analysis
height,altuera,Technological Sciences > Environmental technology and engineering
height, garaiera,Technological Sciences > Environmental technology and engineering
height,altuera,Physics > Fluids (physics of)
height,altuera,Physics > Electro-magnetism
hemocytometer,hemozitometro,Life sciences > Biochemistry and Molecular Biology
hemocytometer,glia,Life sciences > Cell biology
hemocytometer, glia-zelula,Life sciences > Cell biology
hemocytometer, neuroglia,Life sciences > Cell biology
hemocytometer, neuroglia-zelula,Life sciences > Cell biology
hinge,gontz,Earth and Space Sciences > Geology
hinge,banda,Technological Sciences > Mechanical engineering and technology
hinge, bisagra,Technological Sciences > Mechanical engineering and technology
hinge,gontz,Technological Sciences > Environmental technology and engineering
hinge, txanga,Technological Sciences > Environmental technology and engineering
hinge,gontz,Physics > Fluids (physics of)
hole,elektroi-hutsune,Technological Sciences > Electronic technology
hole, elektroi-zulo,Technological Sciences > Electronic technology
hole, hutsune,Technological Sciences > Electronic technology
hole,estolda-zulo,Technological Sciences > Environmental technology and engineering
hole, hobi,Technological Sciences > Environmental technology and engineering
hole, zulo,Technological Sciences > Environmental technology and engineering
host,ostalari,Medical Sciences > Pharmacology
host,ostalari,Chemistry > Organic chemistry
host,ostalari,Medical Sciences > Microbiology
host,ostalari,Technological Sciences > Computer technology
host,kutsa daitekeen pertsona osasuntsu,Medical Sciences > Public health
host,ostalari,Life sciences > Microbiology
hot plate,berotze-plaka,Chemistry > Physical chemistry
hot plate, xafla berotzaile,Chemistry > Physical chemistry
hot plate,bero-plaka,Life sciences > Biochemistry and Molecular Biology
hub,abatz,Technological Sciences > Industrial technology
hub,kontzentratzaile,Technological Sciences > Computer technology
hub,errotoreko kulata,Technological Sciences > Electrical technology and engineering
hydrogen bond,hidrogeno-lotura,Chemistry > Organic chemistry
hydrogen bond,hidrogeno-lotura,Life sciences > Biochemistry and Molecular Biology
hydrogen bond,hidrogeno-zubi,Medical Sciences > Pharmaceutical Technology
hydrogen bond,hidrogeno-lotura,Technological Sciences > Environmental technology and engineering
hydrogen bond, hidrogeno-zubi,Technological Sciences > Environmental technology and engineering
hydrophobic interaction,elkarrekintza hidrofobo,Chemistry > Organic chemistry
hydrophobic interaction,elkarrekintza hidrofobiko,Life sciences > Biochemistry and Molecular Biology
hydrophobic interaction, interakzio hidrofobiko,Life sciences > Biochemistry and Molecular Biology
immune system,immunitate-sistema,Life sciences > Microbiology
immune system, sistema immune,Life sciences > Microbiology
immune system,immunitate-sistema,Medical Sciences > Microbiology
immune system,immunologi-sistema,Chemistry > Organic chemistry
immune system,immunitate-sistema,Life sciences > Biochemistry and Molecular Biology
impact,talka,Physics > Aplied Physics
impact,eragin,Technological Sciences > Environmental technology and engineering
impact, inpaktu,Technological Sciences > Environmental technology and engineering
impact, inpaktatu,Technological Sciences > Environmental technology and engineering
income tax,zerga-tasa,Economic Sciences > Economic accounting
income tax,errentaren gaineko zerga,Economic Sciences > General economics
income tax,errenta-zerga,Economic Sciences > Organization and management of enterprises
income tax, errentaren gaineko zerga,Economic Sciences > Organization and management of enterprises
increase,gehikuntza,Mathematics > Operations research
increase,gehikuntza,Medical Sciences > Pharmaceutical Technology
increase,gehikuntza,Technological Sciences > Electronic technology
increase,gorakortasun,Mathematics > Analysis and functional analysis
increase, hazkunde,Mathematics > Analysis and functional analysis
incubation period,inkubaioz-epe,Medical Sciences > Microbiology
incubation period, inkubazio-aldi,Medical Sciences > Microbiology
incubation period, inkubazio-denboraldi,Medical Sciences > Microbiology
incubation period,inkubaldi,Life sciences > Microbiology
incubation period, inkubazio-aldi,Life sciences > Microbiology
incubation period,inkubazio-epe,Medical Sciences > Public health
induced current,induzitutako korronte,Physics > Electro-magnetism
induced current, korronte induzitu,Physics > Electro-magnetism
induced current,induzitutako intentsitate,Physics > Aplied Physics
induced current, intentsitate induzitu,Physics > Aplied Physics
inductor,induktore,Technological Sciences > Electrical technology and engineering
inductor,haril,Technological Sciences > Electronic technology
inductor, induktantzia,Technological Sciences > Electronic technology
inductor, indukzio-bobina,Technological Sciences > Electronic technology
input,input,Technological Sciences > Environmental technology and engineering
input,sarrera,Technological Sciences > Electrical technology and engineering
input,sarrera,Technological Sciences > Telecommunications technology
input, sarrera-seinale,Technological Sciences > Telecommunications technology
input,sarrera,Technological Sciences > Instrumentation technology
input,sarrera,Technological Sciences > Computer technology
intangible asset,aktibo inmaterial,Economic Sciences > Economic accounting
intangible asset, aktibo ukiezin,Economic Sciences > Economic accounting
intangible asset,ibilgetu ez-material,Economic Sciences > General economics
internal rate of return,barne errentagarritasunaren tasa,Economic Sciences > General economics
internal rate of return,barne-errendimenduaren tasa,Technological Sciences > Projects
internal rate of return, BET,Technological Sciences > Projects
