Term,Context,Occurrences
release,"types such as hepatocytes, is tightly controlled at the transcriptional level and it represents the link between cellular and systemic iron homeostasis due to hepcidin's role as ""gatekeeper"" of iron **release** from enterocytes into the rest of the body. Erythroblasts produce erythroferrone, a hormone which inhibits hepcidin and so increases the availability of iron needed for hemoglobin synthesis. Although",371
release,"0 in reimbursement to patients. In October 2008, the St. Louis headquarters received an anonymous letter that contained sensitive information about 75 members. The extortionist stated that they would **release** more of similar records if the company failed to pay an unspecified amount of money. A consumer class action lawsuit against Express Scripts was brought on by John Amburgy, a Missouri man, who accuse",371
release,"anking member on the Senate Finance Committee, said that while Azar was at Eli Lilly, he ""never, not one time, signed off on a decrease in the price of a drug."" Senator Bernie Sanders said in a press **release**, ""The nomination of Alex Azar, the former head of Eli Lilly's U.S. operations, shows that Trump was never serious about his promise to stop the pharmaceutical industry from 'getting away with murder'",371
release,"e cannot travel to China and cannot do business with China. President Biden's National Security Council called the sanctions ""unproductive and cynical."" As Secretary of Health, Azar presided over the **release** of the Trump administration's National Biodefense Strategy in 2018 and the Global Health Security Strategy in 2019. Azar was an opponent of the Affordable Care Act, also known as Obamacare. and predi",371
release,"s. The announcement mentioned that each five-day course of remdesivir for treatment of a patient with COVID-19 would cost at least $2,340. HHS Secretary Alex Azar was quoted, and had said (in a press **release**) that ""To the extent possible, we want to ensure that any American patient who needs remdesivir can get it."" On March 2, 2020, Azar was criticized for unpreparedness that may have accelerated the spr",371
release,"ly. The AtMHX gene is expressed throughout the plant but most strongly in the vascular tissue. The authors suggest that the physiological role of the protein is to store Mg in these tissues for later **release** when needed. The protein localisation to the vacuolar membrane supports this suggestion (see also Chapter 1.5). The protein transports Mg into the vacuolar space and H out, as demonstrated by electro",371
release,"th his college contemporary, John Ripley Myers, and purchased the failing Clinton Pharmaceutical Company for US$5000 that was located in upstate New York. The company found its first success with the **release** of a mineral salt laxative, Sal Hepatica, that helped with dyspepsia. This medicinal product proved profitable for the young entrepreneurs. By the time of his death in 1935, Bristol-Myers had become",371
release,"d in the lab turning into a tooth bud which, when implanted in the gums, will give rise to a new tooth, and would be expected to be grown in a time over three weeks. It will fuse with the jawbone and **release** chemicals that encourage nerves and blood vessels to connect with it. The process is similar to what happens when humans grow their original adult teeth. Many challenges remain, however, before stem",371
release,"ubility and permeability: The drugs are classified in BCS on the basis of solubility, permeability, and dissolution. Solubility class boundaries are based on the highest dose strength of an immediate **release** product. A drug is considered highly soluble when the highest dose strength is soluble in 250 ml or less of aqueous media over the pH range of 1 to 7.5. The volume estimate of 250 ml is derived from",371
release,"rption in humans is determined to be 90% or more of the administered dose based on a mass-balance determination or in comparison to an intravenous dose. For dissolution class boundaries, an immediate **release** product is considered rapidly dissolving when no less than 85% of the labeled amount of the drug substance dissolves within 15 minutes using USP Dissolution Apparatus 1 at 100 RPM or Apparatus 2 at 5",371
release,"is another injection; it is given every two months. Contraceptive implants are inserted under the skin of the upper arm, and contain progesterone only. Jadelle (Norplant 2) consists of two rods that **release** a low dose of hormones. It is effective for five years. Nexplanon has replaced the former Implanon and is also a single rod that releases etonogestrel (similar to the body's natural progesterone). Th",371
release,"of cervical mucus. Ormeloxifene does not affect ovulation, and its mechanism of action is not well understood. Combined hormonal contraceptives were developed to prevent ovulation by suppressing the **release** of gonadotropins. They inhibit follicular development and prevent ovulation as a primary mechanism of action. Progestogen negative feedback decreases the pulse frequency of gonadotropin-releasing hor",371
release,"opins. They inhibit follicular development and prevent ovulation as a primary mechanism of action. Progestogen negative feedback decreases the pulse frequency of gonadotropin-releasing hormone (GnRH) **release** by the hypothalamus, which decreases the release of follicle-stimulating hormone (FSH) and greatly decreases the release of luteinizing hormone (LH) by the anterior pituitary. Decreased levels of FSH",371
release,"event ovulation as a primary mechanism of action. Progestogen negative feedback decreases the pulse frequency of gonadotropin-releasing hormone (GnRH) release by the hypothalamus, which decreases the **release** of follicle-stimulating hormone (FSH) and greatly decreases the release of luteinizing hormone (LH) by the anterior pituitary. Decreased levels of FSH inhibit follicular development, preventing an in",371
release,"eedback decreases the pulse frequency of gonadotropin-releasing hormone (GnRH) release by the hypothalamus, which decreases the release of follicle-stimulating hormone (FSH) and greatly decreases the **release** of luteinizing hormone (LH) by the anterior pituitary. Decreased levels of FSH inhibit follicular development, preventing an increase in estradiol levels. Progestogen negative feedback and the lack o",371
release,"anterior pituitary. Decreased levels of FSH inhibit follicular development, preventing an increase in estradiol levels. Progestogen negative feedback and the lack of estrogen positive feedback on LH **release** prevent a mid-cycle LH surge. Inhibition of follicular development and the absence of a LH surge prevent ovulation. Estrogen was originally included in oral contraceptives for better cycle control (t",371
release,"ce the incidence of breakthrough bleeding), but was also found to inhibit follicular development and help prevent ovulation. Estrogen negative feedback on the anterior pituitary greatly decreases the **release** of FSH, which inhibits follicular development and helps prevent ovulation. Another primary mechanism of action of all progestogen-containing contraceptives is inhibition of sperm penetration through",371
release,"er reinforcements. Over the past two decades, iron oxide nanoparticles for biomedical use had increased dramatically, largely due to its ability of non-invasive imaging, targeting and triggering drug **release**, or cancer therapy. Stem or immune cell could be marked with iron oxide nanoparticles to be detected by Magnetic resonance imaging (MRI). However, the concentration of iron oxide nanoparticles needs",371
release,"tion performance under imaging techniques. Activation methods greatly vary across nanoscale drug delivery molecules, but the most commonly used activation method uses specific wavelengths of light to **release** the cargo. Nanovalve-controlled cargo release uses low-intensity light and plasmonic heating to release the cargo in a variation of MSN containing gold molecules. The two-photon activated photo-trans",371
release,"ivation methods greatly vary across nanoscale drug delivery molecules, but the most commonly used activation method uses specific wavelengths of light to release the cargo. Nanovalve-controlled cargo **release** uses low-intensity light and plasmonic heating to release the cargo in a variation of MSN containing gold molecules. The two-photon activated photo-transducer (2-NPT) uses near infrared wavelengths o",371
release,"y molecules, but the most commonly used activation method uses specific wavelengths of light to release the cargo. Nanovalve-controlled cargo release uses low-intensity light and plasmonic heating to **release** the cargo in a variation of MSN containing gold molecules. The two-photon activated photo-transducer (2-NPT) uses near infrared wavelengths of light to induce the breaking of a disulfide bond to rele",371
release,"ease the cargo in a variation of MSN containing gold molecules. The two-photon activated photo-transducer (2-NPT) uses near infrared wavelengths of light to induce the breaking of a disulfide bond to **release** the cargo. Recently, nanodiamonds have demonstrated potential in drug delivery due to non-toxicity, spontaneous absorption through the skin, and the ability to enter the blood–brain barrier. The uniq",371
release,"n mostly studied as potential injectable therapeutic agents for generalized drug delivery, but it has also been shown that films of Parylene nanodiamond composites can be used for localized sustained **release** of drugs over periods ranging from two days to one month. Nanolithography is the technique to pattern materials and build devices under nano-scale. Nanolithography is often used together with thin-fi",371
release,"hicle is a substrate used in the process of drug delivery which serves to improve the selectivity, effectiveness, and/or safety of drug administration. Drug carriers are primarily used to control the **release** of drugs into systemic circulation. This can be accomplished either by slow release of a particular drug over a long period of time (typically diffusion) or by triggered release at the drug's target",371
release,"e selectivity, effectiveness, and/or safety of drug administration. Drug carriers are primarily used to control the release of drugs into systemic circulation. This can be accomplished either by slow **release** of a particular drug over a long period of time (typically diffusion) or by triggered release at the drug's target by some stimulus, such as changes in pH, application of heat, and activation by ligh",371
release,"y used to control the release of drugs into systemic circulation. This can be accomplished either by slow release of a particular drug over a long period of time (typically diffusion) or by triggered **release** at the drug's target by some stimulus, such as changes in pH, application of heat, and activation by light. Drug carriers are also used to improve the pharmacokinetic properties, specifically the bio",371
release,"ly useful for drug delivery as these carriers can accommodate a number of drugs of varying lipophilicity. Disadvantages associated with using liposomes as drug carriers involve poor control over drug **release**. Drugs which have high membrane-permeability can readily 'leak' from the carrier, while optimization of ""in vivo"" stability can cause drug release by diffusion to be a slow and inefficient process. M",371
release,"omes as drug carriers involve poor control over drug release. Drugs which have high membrane-permeability can readily 'leak' from the carrier, while optimization of ""in vivo"" stability can cause drug **release** by diffusion to be a slow and inefficient process. Much of the current research involving liposomes is focused on improving the delivery of anticancer drugs such as doxorubicin and paclitaxel. Polyme",371
release,"wide variety of drugs. Microspheres are hollow, micron-sized carriers often formed via self-assembly of polymeric compounds which are most often used to encapsulate the active drug for delivery. Drug **release** is often achieved by diffusion through pores in the microsphere structure or by degradation of the microsphere shell. Some of the research currently being done uses advanced assembly techniques, such",371
release,"osphere shell. Some of the research currently being done uses advanced assembly techniques, such as precision particle fabrication (PPF), to create microspheres capable of sustained control over drug **release**. Nanodiamonds (NDs) are carbon nanoparticles which can vary from ~4-100 nm in diameter. NDs are typically formed in two ways: from micron-sized diamond particles under high-pressure high-temperature",371
release,"ich will not deliver accurate dosage. Pills which are split might not be correctly halved, making the cut pieces unequal in size. Some pills are difficult to split. Some pills (particularly some time **release** drugs) are unsafe to split, and there could be mistakes in identifying when pills should not be split. In a California court filing dated April 2001, Trial Lawyers for Public Justice (TLPJ) brought a",371
release,"ucers are drugs that decreases the AUC of sensitive index substrates of a given metabolic pathway by ≥80%, ≥50% to <80%, and ≥20% to <50%, respectively. Pill dispenser Pill dispensers are items which **release** medication at specified times, to assist patients in adhering to their prescribed medication regime. They may also alert the patient that it is time to take the medication. Some devices can alert a m",371
release,"alloys, most commonly stainless steel or cobalt-chromium, but can also be made of other materials such as platinum-chromium or nickel-titanium. The stent is often coated with a polymer to control the **release** of drugs. The role of polymers in drug delivery is crucial as they regulate the rate at which the drug is released into the surrounding tissue. There are also polymer-free stents where the drug is di",371
release,"tenosis is even more likely to occur if a stent would not have been used. When restenosis occurs, another procedure may be needed to correct the problem, such as the placement of a DES that gradually **release** a drug compound that suppresses cellular growth, thereby reducing the potential for blockage within the stent area itself. This therapy significantly reduces the occurrence of adverse events post-ste",371
release,"isease. Stents are inserted into narrowed coronary arteries, where the narrowing is primarily caused by atherosclerosis. Stents are then expanded to open up the narrowed artery. Such stents gradually **release** a drug compound that suppresses cellular growth, into the newly stented area, thereby reducing the potential for blockage within the stent area itself. Such blockage is termed in-stent restenosis (IS",371
release,"during percutaneous coronary intervention (PCI) to address narrowed coronary arteries. What sets them apart is their special coating, which incorporates a drug delivery system that enables controlled **release** of medication over a specific period, typically within the first 30 to 45 days following implantation. This medication plays a crucial role in inhibiting the formation of scar tissue within the stent",371
release,"). To address this issue, developers of drug-eluting stents used the devices themselves as a tool for delivering medication directly to the arterial wall. While initial efforts were unsuccessful, the **release** (elution) of drugs with certain specific physicochemical properties from the stent was shown in 2001 to achieve high concentrations of the drug locally, directly at the target lesion, with minimal sy",371
release,"he likelihood of stent restenosis. The first type of DES to be approved by the European Medicines Agency (EMA) and the US Food and Drug Administration (FDA) were sirolimus-eluting stents (SES), which **release** a natural product called sirolimus, an immunosuppressant drug. SES were shown to reduce the need for repeat procedures and improve the outcomes of patients with coronary artery disease. The sirolimus",371
release,"ter for Drug Evaluation and Research (CDER) for the drug component of the combination product. The second type of DES to be approved by the EMA and the FDA were paclitaxel-eluting stents (PES), which **release** another natural product called paclitaxel. PES also reduced the need for repeat procedures and improved the outcomes of patients with different types of lesions and risk factors. The paclitaxel-eluti",371
release,"clinical trials. As of now, these stents are not widely utilized in practice. Due to challenges in developing resorbable stents, many manufacturers have focused efforts on targeting or reducing drug **release** through bioabsorbable-polymer coatings. Boston Scientific's Synergy bioabsorbable polymer stent has been shown potential to reduce the length of dual antiplatelet therapy post-implantation. MicroPort",371
release,"layers of polymer can be used: a base layer for adhesion, a main layer that holds and elutes (releases) the drug into the arterial wall by contact transfer, and sometimes a top coat to slow down the **release** of the drug and extend its effect. The first few drug-eluting stents to be licensed used durable coatings. The first generation of coatings appears to have caused immunological reactions at times, an",371
release,"ay from polymer-based DES and instead using either a polymer-free DES or a drug-coated coronary stent. In the case of the polymer-free DES, it utilizes an abluminal coating of probucol to control the **release** of sirolimus. On the other hand, the drug-coated coronary stent has a micro-structured abluminal surface that allows for direct application of an anti-restenotic drug.  there are over 20 different ty",371
release,"agonist that treats hypoactive sexual desire disorder (HSDD) for premenopausal women. The drug acts as antagonist and agonist on two different receptors. The binding of flibanserin causes downstream **release** of dopamine and noradrenaline and reduces the production of serotonin, increasing sex drive. However, currently there is still no evidence that this drug would enhance sexual performance, therefore t",371
release,"ority of medications used for treating delayed ejaculation are primarily intended for treating different medical conditions. Amantadine, a Parkinson's medication, is known to enhance dopamine agonist **release** and activate dopamine receptors, which helps with ejaculation. However, there is not sufficient evidence to support the effectiveness of these medications on delayed ejaculation. Several common medic",371
release,"yme that intramolecularly blocks its activity as a protective mechanism against uncontrolled catalysis. The Nterminal peptide is cleaved (split) from the zymogen enzyme precursor by another enzyme to **release** an active enzyme. The binding site of inhibitors on enzymes is most commonly the same site that binds the substrate of the enzyme. These active site inhibitors are known as orthosteric (""regular"" ori",371
release,"is-Menten scheme (shown in the ""inhibition mechanism schematic"" diagram), an enzyme (E) binds to its substrate (S) to form the enzyme–substrate complex ES. Upon catalysis, this complex breaks down to **release** product P and free enzyme. The inhibitor (I) can bind to either E or ES with the dissociation constants ""K"" or ""K""', respectively. When an enzyme has multiple substrates, inhibitors can show differen",371
release,"the circulation on a sustained basis. It works in a similar manner to a transdermal patch or topical gel. The drug is delivered by a device placed gently against the skin and triggered, causing it to **release** a light spray containing a proprietary formulation of the drug that quickly dries on the skin to form an invisible drug depot. As it would be from a patch, the drug is then absorbed steadily for a pr",371
release,"CRs) are a large family of around 880 cell surface proteins that transduce extra-cellular changes in the environment into a cell response, like triggering an increase in blood pressure because of the **release** of a regulatory hormone into the blood stream. Activation of these GPCRs can involve their entry into cells and when this can be visualised it can be the basis of a systematic analysis of receptor fu",371
release,"adily dissolved, it may be released gradually and act for longer. Having a longer duration of action may improve compliance since the medication will not have to be taken as often. Additionally, slow-**release** dosage forms may maintain concentrations within an acceptable therapeutic range over a longer period, whereas quick-release dosage forms may have sharper peaks and troughs in serum concentration. The",371
release,"since the medication will not have to be taken as often. Additionally, slow-release dosage forms may maintain concentrations within an acceptable therapeutic range over a longer period, whereas quick-**release** dosage forms may have sharper peaks and troughs in serum concentration. The rate of dissolution is described by the Noyes–Whitney equation as shown below: Where: As can be inferred from the Noyes–Whi",371
release,"olubility. For example, stearate and estolate esters of drugs have decreased solubility in gastric fluid. Later, esterases in the gastrointestinal tract (GIT) wall and blood hydrolyze these esters to **release** the parent drug. Coatings on a tablet or pellet may act as barriers to reducing the dissolution rate. Coatings may also be used to control where dissolution takes place. For example, enteric coatings",371
release,"ocalize, target and have a protected drug interaction with the diseased tissue. The conventional drug delivery system is the absorption of the drug across a biological membrane, whereas the ""targeted **release** system"" releases the drug in a dosage form. The advantages to the targeted release system is the reduction in the frequency of the dosages taken by the patient, having a more uniform effect of the dr",371
release,"conventional drug delivery system is the absorption of the drug across a biological membrane, whereas the ""targeted release system"" releases the drug in a dosage form. The advantages to the targeted **release** system is the reduction in the frequency of the dosages taken by the patient, having a more uniform effect of the drug, reduction of drug side-effects, and reduced fluctuation in circulating drug lev",371
release,"liver and spleen, a system can reach the intended site of action in higher concentrations. Targeted delivery is believed to improve efficacy while reducing side-effects. When implementing a targeted **release** system, the following design criteria for the system must be taken into account: the drug properties, side-effects of the drugs, the route taken for the delivery of the drug, the targeted site, and t",371
release,"s based on the redox potential. One of the side effects of tumors is hypoxia, which alters the redox potential in the vicinity of the tumor. By modifying the redox potential that triggers the payload **release** the vesicles can be selective to different types of tumors. By utilizing both passive and active targeting, a drug-loaded nanoparticle has a heightened advantage over a conventional drug. It is able",371
release,"eting mechanism that is commonly conferred to lipid-based nanocarriers. When used as a delivery system, the ability to induce instability in the construct is commonly exploited allowing the selective **release** of the encapsulated therapeutic agent in close proximity to the target tissue/cell ""in vivo"". This nanocarrier system is commonly used in anti-cancer treatments as the acidity of the tumour mass caus",371
release,"ximity to the target tissue/cell ""in vivo"". This nanocarrier system is commonly used in anti-cancer treatments as the acidity of the tumour mass caused by an over-reliance on glycolysis triggers drug **release**. Additional endogenous trigger pathways have been explored through the exploitation of inner and outer tumor environments, such as reactive oxygen species, glutathione, enzymes, hypoxia, and adenosin",371
release,"es out in regular intervals to form a small, spherical, and very dense nanocarrier. Biodegradable particles have the ability to target diseased tissue as well as deliver their payload as a controlled-**release** therapy. Biodegradable particles bearing ligands to P-selectin, endothelial selectin (E-selectin) and ICAM-1 have been found to adhere to inflamed endothelium. Therefore, the use of biodegradable par",371
release,"NA have been demonstrated. In addition, a DNA ""box"" with a controllable lid has been synthesized using the DNA origami method. This structure could encapsulate a drug in its closed state, and open to **release** it only in response to a desired stimulus. Targeted drug delivery can be used to treat many diseases, such as the cardiovascular diseases and diabetes. However, the most important application of targ",371
release,"ocular disease. In cardiovascular disease, for example, the efficiency of gene therapy can be improved by ""ultrasound targeted microbubble destruction"" where a gene-loaded microbubble can be burst to **release** its contents. Research being done on sonophoresis is poorly standardized. For example, the emission of ultrasound waves further away from the source results in a greater beam area, which drastically",371
release,"d fortune of £208 million. He has a wife and four adult children. In 2018, Evans launched the Evamore project, a musical collaboration inspired from the letters of First World War soldiers. The first **release** from the project, ""One More Yard"", was written by Evans and published in November 2018 to mark the centenary of Armistice Day. Sinéad O'Connor sang lead vocals on the track, with supporting vocals by",371
release,"(not traceable to the patient) by removing the patient's name, medical record number, etc., and giving the patient a unique study number. The supervising Institutional Review Board (IRB) oversees the **release** of any personally identifiable data to the sponsor. From the sponsor's point of view, the main logistic goal of a clinical trial is to obtain accurate CRFs. However, because of human and machine erro",371
release,"s, non-value added aspects, in addition to confusion within the drug, medical device, biotech/biologic and other industries about the true scope and enforcement aspects of Part 11 resulted in the FDA **release** of: This document was intended to clarify how Part 11 should be implemented and would be enforced. But, as with all FDA guidances, it was not intended to convey the full force of law—rather, it expre",371
release,"n efforts when applying these guidances to source data generated at clinical study sites. FDA had previously announced that a new Part 11 would be released late 2006. The Agency has since pushed that **release** date back. The FDA has not announced a revised time of release. John Murray, member of the Part 11 Working Group (the team at FDA developing the new Part 11), has publicly stated that the timetable f",371
release,"d at clinical study sites. FDA had previously announced that a new Part 11 would be released late 2006. The Agency has since pushed that release date back. The FDA has not announced a revised time of **release**. John Murray, member of the Part 11 Working Group (the team at FDA developing the new Part 11), has publicly stated that the timetable for release is ""flexible"". 21 CFR Part 11 has the following bene",371
release,"te back. The FDA has not announced a revised time of release. John Murray, member of the Part 11 Working Group (the team at FDA developing the new Part 11), has publicly stated that the timetable for **release** is ""flexible"". 21 CFR Part 11 has the following benefits: American Pharmacists Association The American Pharmacists Association (APhA, previously known as the American Pharmaceutical Association), fo",371
release,"es the medication according to the treatment schedule, which is an important problem during clinical trials and the treatment of degenerative diseases with relatively few symptoms. Osmotic-controlled **release** oral delivery system The osmotic-controlled release oral delivery system (OROS) is an advanced controlled release oral drug delivery system in the form of a rigid tablet with a semi-permeable outer m",371
release,"e, which is an important problem during clinical trials and the treatment of degenerative diseases with relatively few symptoms. Osmotic-controlled release oral delivery system The osmotic-controlled **release** oral delivery system (OROS) is an advanced controlled release oral drug delivery system in the form of a rigid tablet with a semi-permeable outer membrane and one or more small laser drilled holes in",371
release,"e treatment of degenerative diseases with relatively few symptoms. Osmotic-controlled release oral delivery system The osmotic-controlled release oral delivery system (OROS) is an advanced controlled **release** oral drug delivery system in the form of a rigid tablet with a semi-permeable outer membrane and one or more small laser drilled holes in it. As the tablet passes through the body, water is absorbed",371
release,"er drilled opening(s) in the tablet and into the gastrointestinal tract. OROS is a trademarked name owned by ALZA Corporation, which pioneered the use of osmotic pumps for oral drug delivery. Osmotic **release** systems have a number of major advantages over other controlled-release mechanisms. They are significantly less affected by factors such as pH, food intake, GI motility, and differing intestinal envi",371
release,"OROS is a trademarked name owned by ALZA Corporation, which pioneered the use of osmotic pumps for oral drug delivery. Osmotic release systems have a number of major advantages over other controlled-**release** mechanisms. They are significantly less affected by factors such as pH, food intake, GI motility, and differing intestinal environments. Using an osmotic pump to deliver drugs has additional inherent",371
release,"regarding control over drug delivery rates. This allows for much more precise drug delivery over an extended period of time, which results in much more predictable pharmacokinetics. However, osmotic **release** systems are relatively complicated, somewhat difficult to manufacture, and may cause irritation or even blockage of the GI tract due to prolonged release of irritating drugs from the non-deformable t",371
release,"redictable pharmacokinetics. However, osmotic release systems are relatively complicated, somewhat difficult to manufacture, and may cause irritation or even blockage of the GI tract due to prolonged **release** of irritating drugs from the non-deformable tablet. The Elementary Osmotic Pump (EOP) was developed by ALZA in 1974, and was the first practical example of an osmotic pump based drug release system f",371
release,"rolonged release of irritating drugs from the non-deformable tablet. The Elementary Osmotic Pump (EOP) was developed by ALZA in 1974, and was the first practical example of an osmotic pump based drug **release** system for oral use. It was introduced to the market in the early 1980s in Osmosin (indomethacin) and Acutrim (phenylpropanolamine), but unexpectedly severe issues with GI irritation and cases of GI",371
release,"rck & Co. later developed the Controlled-Porosity Osmotic Pump (CPOP) with the intention of addressing some of the issues that led to Osmosin's withdrawal via a new approach to the final stage of the **release** mechanism. Unlike the EOP, the CPOP had no pre-formed hole in the outer shell for the drug to be expelled out of. Instead, the CPOP's semipermeable membrane was designed to form numerous small pores",371
release,"te pharmacokinetic profiles were evaluated and tested in an attempt to determine the optimal way to deliver the drug, which was especially important given the puzzling failure of an existing extended-**release** formulation of methylphenidate (Ritalin SR) to act as expected. The zero-order (flat) release profile that the PPOP was optimal at delivering failed to maintain its efficacy over time, which suggeste",371
release,"ay to deliver the drug, which was especially important given the puzzling failure of an existing extended-release formulation of methylphenidate (Ritalin SR) to act as expected. The zero-order (flat) **release** profile that the PPOP was optimal at delivering failed to maintain its efficacy over time, which suggested that acute tolerance to methylphenidate formed over the course of the day. This explained wh",371
release,"y to maintain clinical effect. Trials designed to test this hypothesis were successful, and ALZA subsequently developed a modified PPOP design that utilized an overcoat of methylphenidate designed to **release** immediately and rapidly raise serum levels, followed by 10 hours of first-order (ascending) drug delivery from the modified PPOP design. This design was called the Push-Stick Osmotic Pump (PSOP), and",371
release,"cal crystallization can have some advantages for drug formulation. A tablet is usually a compressed preparation that contains: The dissolution time can be modified for a rapid effect or for sustained **release**. Special coatings can make the tablet resistant to the stomach acids such that it only disintegrates in the duodenum, jejunum and colon as a result of enzyme action or alkaline pH. Pills can be coate",371
release,"e action or alkaline pH. Pills can be coated with sugar, varnish, or wax to disguise the taste. Pharmaceutical ingredients such as APIs can also be coated with a ResonantAcoustic mixer for controlled **release** and taste-masking.  A capsule is a gelatinous envelope enclosing the active substance. Capsules can be designed to remain intact for some hours after ingestion in order to delay absorption. They may",371
release,tinous envelope enclosing the active substance. Capsules can be designed to remain intact for some hours after ingestion in order to delay absorption. They may also contain a mixture of slow and fast **release** particles to produce rapid and sustained absorption in the same dose. There are a number of methods by which tablets and capsules can be modified in order to allow for sustained release of the active,371
release,"slow and fast release particles to produce rapid and sustained absorption in the same dose. There are a number of methods by which tablets and capsules can be modified in order to allow for sustained **release** of the active compound as it moves through the digestive tract. One of the most common methods is to embed the active ingredient in an insoluble porous matrix, such that the dissolving drug must make",371
release,"he most common methods is to embed the active ingredient in an insoluble porous matrix, such that the dissolving drug must make its way out of the matrix before it can be absorbed. In other sustained **release** formulations the matrix swells to form a gel through which the drug exits. Another method by which sustained release is achieved is through an osmotic controlled-release oral delivery system, where t",371
release,"must make its way out of the matrix before it can be absorbed. In other sustained release formulations the matrix swells to form a gel through which the drug exits. Another method by which sustained **release** is achieved is through an osmotic controlled-release oral delivery system, where the active compound is encased in a water-permeable membrane with a laser drilled hole at one end. As water passes thr",371
release,"absorbed. In other sustained release formulations the matrix swells to form a gel through which the drug exits. Another method by which sustained release is achieved is through an osmotic controlled-**release** oral delivery system, where the active compound is encased in a water-permeable membrane with a laser drilled hole at one end. As water passes through the membrane the drug is pushed out through the",371
release,"yocardial perfusion imaging and mercapto acetyl triglycine for MAG3 scan to measure renal function. In 1970, Eckelman and Richards presented the first ""kit"" containing all the ingredients required to **release** the Tc, ""milked"" from the generator, in the chemical form to be administered to the patient. Technetium-99m is used in 20 million diagnostic nuclear medical procedures every year. Approximately 85% o",371
release,"try of Home Affairs, is tasked with combating drug trafficking and assisting international use of illegal substances under the provisions of ""Narcotic Drugs and Psychotropic Substances Act"". Modified-**release** dosage Modified-release dosage is a mechanism that (in contrast to immediate-release dosage) delivers a drug with a delay after its administration (delayed-release dosage) or for a prolonged period o",371
release,"tasked with combating drug trafficking and assisting international use of illegal substances under the provisions of ""Narcotic Drugs and Psychotropic Substances Act"". Modified-release dosage Modified-**release** dosage is a mechanism that (in contrast to immediate-release dosage) delivers a drug with a delay after its administration (delayed-release dosage) or for a prolonged period of time (extended-release",371
release,"ional use of illegal substances under the provisions of ""Narcotic Drugs and Psychotropic Substances Act"". Modified-release dosage Modified-release dosage is a mechanism that (in contrast to immediate-**release** dosage) delivers a drug with a delay after its administration (delayed-release dosage) or for a prolonged period of time (extended-release [ER, XR, XL] dosage) or to a specific target in the body (ta",371
release,"chotropic Substances Act"". Modified-release dosage Modified-release dosage is a mechanism that (in contrast to immediate-release dosage) delivers a drug with a delay after its administration (delayed-**release** dosage) or for a prolonged period of time (extended-release [ER, XR, XL] dosage) or to a specific target in the body (targeted-release dosage). Sustained-release dosage forms are dosage forms designe",371
release,"release dosage is a mechanism that (in contrast to immediate-release dosage) delivers a drug with a delay after its administration (delayed-release dosage) or for a prolonged period of time (extended-**release** [ER, XR, XL] dosage) or to a specific target in the body (targeted-release dosage). Sustained-release dosage forms are dosage forms designed to release (liberate) a drug at a predetermined rate in or",371
release,") delivers a drug with a delay after its administration (delayed-release dosage) or for a prolonged period of time (extended-release [ER, XR, XL] dosage) or to a specific target in the body (targeted-**release** dosage). Sustained-release dosage forms are dosage forms designed to release (liberate) a drug at a predetermined rate in order to maintain a constant drug concentration for a specific period of time",371
release,"lay after its administration (delayed-release dosage) or for a prolonged period of time (extended-release [ER, XR, XL] dosage) or to a specific target in the body (targeted-release dosage). Sustained-**release** dosage forms are dosage forms designed to release (liberate) a drug at a predetermined rate in order to maintain a constant drug concentration for a specific period of time with minimum side effects.",371
release,"ge) or for a prolonged period of time (extended-release [ER, XR, XL] dosage) or to a specific target in the body (targeted-release dosage). Sustained-release dosage forms are dosage forms designed to **release** (liberate) a drug at a predetermined rate in order to maintain a constant drug concentration for a specific period of time with minimum side effects. This can be achieved through a variety of formula",371
release,"or a specific period of time with minimum side effects. This can be achieved through a variety of formulations, including liposomes and drug-polymer conjugates (an example being hydrogels). Sustained **release**'s definition is more akin to a ""controlled release"" rather than ""sustained"". Extended-release dosage consists of either sustained-release (SR) or controlled-release (CR) dosage. SR maintains drug rel",371
release,"cts. This can be achieved through a variety of formulations, including liposomes and drug-polymer conjugates (an example being hydrogels). Sustained release's definition is more akin to a ""controlled **release**"" rather than ""sustained"". Extended-release dosage consists of either sustained-release (SR) or controlled-release (CR) dosage. SR maintains drug release over a sustained period but not at a constant",371
release,"of formulations, including liposomes and drug-polymer conjugates (an example being hydrogels). Sustained release's definition is more akin to a ""controlled release"" rather than ""sustained"". Extended-**release** dosage consists of either sustained-release (SR) or controlled-release (CR) dosage. SR maintains drug release over a sustained period but not at a constant rate. CR maintains drug release over a sust",371
release,"ug-polymer conjugates (an example being hydrogels). Sustained release's definition is more akin to a ""controlled release"" rather than ""sustained"". Extended-release dosage consists of either sustained-**release** (SR) or controlled-release (CR) dosage. SR maintains drug release over a sustained period but not at a constant rate. CR maintains drug release over a sustained period at a nearly constant rate. Some",371
release,"xample being hydrogels). Sustained release's definition is more akin to a ""controlled release"" rather than ""sustained"". Extended-release dosage consists of either sustained-release (SR) or controlled-**release** (CR) dosage. SR maintains drug release over a sustained period but not at a constant rate. CR maintains drug release over a sustained period at a nearly constant rate. Sometimes these and other terms",371
release,"ase's definition is more akin to a ""controlled release"" rather than ""sustained"". Extended-release dosage consists of either sustained-release (SR) or controlled-release (CR) dosage. SR maintains drug **release** over a sustained period but not at a constant rate. CR maintains drug release over a sustained period at a nearly constant rate. Sometimes these and other terms are treated as synonyms, but the Unite",371
